x1,x2,y,dataset_version
10.993428306022466,6.399355436586002,120.28551762099796,original_data
9.723471397657631,5.924633682912769,109.71917514670034,original_data
11.295377076201385,5.059630369920174,108.2807691592087,original_data
13.046059712816051,4.353063222294426,110.45296925738548,original_data
9.531693250553328,5.69822331361359,104.74708472194875,original_data
9.531726086101639,5.39348538542175,103.80677799209863,original_data
13.158425631014783,5.895193220027732,126.74526583071345,original_data
11.534869458305817,5.635171801681969,115.2089766772806,original_data
9.061051228130095,6.049552715319335,108.46002896227624,original_data
11.08512008717193,4.464764788439432,103.01081845788053,original_data
9.073164614375075,6.317394065634326,108.93220386384965,original_data
9.068540492859487,5.1975996046924,98.55597373265522,original_data
10.48392454313207,7.0752608726252655,124.4030890921257,original_data
6.173439510684404,4.310812181910432,75.03541627141747,original_data
6.5501643349739345,6.73596380316525,102.9399345484539,original_data
8.875424941518055,5.197910783462648,98.16240640344395,original_data
7.974337759331153,4.348581996385551,85.09299391920067,original_data
10.628494665190548,4.5161141659456785,98.29975262100277,original_data
8.183951848957578,4.67965269180568,90.3517041930539,original_data
7.175392597329417,5.424165946401916,90.87936405581277,original_data
12.931297537843108,5.5228354880355,121.94477519983687,original_data
9.548447399026928,4.426299996061421,94.28261389370704,original_data
10.135056409375848,4.975645407739017,103.79239472010806,original_data
7.150503627573086,7.142270358611864,107.86640132486495,original_data
8.911234550949635,6.727543170100711,110.81209229993446,original_data
10.221845179419732,5.4363236696740325,107.65631213859268,original_data
7.698012845155395,5.0380034781682,92.67061018896983,original_data
10.751396036691343,5.120031326718261,108.19623980357876,original_data
8.79872262016239,5.613517972730417,102.33845224339076,original_data
9.416612500413446,3.9772074348015947,88.36350066445114,original_data
8.796586775541206,4.742623462576655,94.2162911001099,original_data
13.704556369017876,3.3314159261224106,102.86339490660902,original_data
9.973005550524132,5.399223122605279,106.33361674802967,original_data
7.884578142088199,5.647195939702741,98.40032026663503,original_data
11.645089824206378,4.516813537700626,106.45379440553704,original_data
7.5583127000579555,6.573986763290033,108.29109117210118,original_data
10.417727190009511,3.774234336997659,92.2233952872029,original_data
6.080659752240448,3.53562511979018,67.25058633339656,original_data
7.3436279022031385,5.224451818559972,90.93708338442342,original_data
10.393722471738247,6.047098302612154,112.67051947992366,original_data
11.476933159990821,6.6839276914578685,125.52922958344374,original_data
10.34273656237994,4.54111573713106,98.71555774509719,original_data
9.76870343522352,6.078680833431296,111.10623711249598,original_data
9.397792608821423,4.961491530499293,98.75623322113377,original_data
7.042956019265145,4.82737270005918,84.66608716453531,original_data
8.560311583210582,5.883659937486672,104.75918795824411,original_data
9.078722458080424,5.65232287841342,103.91704813945452,original_data
12.11424445243783,3.4236078430157506,96.79800037120805,original_data
10.687236579136922,6.476540349725896,119.87369167643065,original_data
6.473919689274532,6.380091354147451,98.32570267170615,original_data
10.648167938789591,4.374437298490471,99.81031094352029,original_data
9.229835439167367,5.395803533437409,101.24008231450001,original_data
8.646155999388082,5.494030186282739,99.51296537069256,original_data
11.223352577681736,5.260673765823907,110.41977451787109,original_data
12.061999044991902,4.44969484615458,105.46107276303209,original_data
11.862560238232398,4.328376632061948,103.77730965205997,original_data
8.321564953554724,4.974445929008555,92.8760631843145,original_data
9.38157524829757,6.172729019259364,111.50955561479422,original_data
10.662526862807129,5.543600154594432,111.0111971889819,original_data
11.951090254244718,4.629385667913894,108.24289786173007,original_data
9.04165152430942,5.771698710648344,105.77614269019853,original_data
9.628682046672365,2.1514573793699245,71.52061223866168,original_data
7.787330051987944,6.1487657003721035,102.81477211358964,original_data
7.607586751838658,3.2602862212219,72.5375742184798,original_data
11.625051644788396,4.637559058596868,106.76621115931029,original_data
12.712480057141645,3.880330105373856,103.78294268183521,original_data
9.855979756839332,3.705318524279094,85.89426686871116,original_data
12.007065795784047,6.16082678737852,123.50931769051913,original_data
10.723272050095268,4.5322987986881085,102.36209637345736,original_data
8.709760490789751,5.346503881730715,99.9400566734975,original_data
10.722791211016828,4.953079421120816,106.11014775088347,original_data
13.076073132931938,5.477040827223122,123.38690465869713,original_data
9.928347921780096,5.076821891060256,102.49861611046447,original_data
13.129287311628012,3.7170077758114304,105.01383002365996,original_data
4.760509791820511,5.99626681944714,85.14756525813961,original_data
